cpu-cores-available,cpu-cores-utilized,cpu-manufacturer,cpu-model-name,cpu-tdp,gpu-count,gpu-model-name,Hardware Information on AWS Documentation & Comments,instance-class,instance-storage,memory-available,platform-memory,release-date,storage-drives
16,8,AWS,AWS Graviton,150.00,N/A,N/A,AWS Graviton (ARM),a1.2xlarge,EBS-Only,16,32,November 2018,0
16,16,AWS,AWS Graviton,150.00,N/A,N/A,AWS Graviton (ARM),a1.4xlarge,EBS-Only,32,32,November 2018,0
16,2,AWS,AWS Graviton,150.00,N/A,N/A,AWS Graviton (ARM),a1.large,EBS-Only,4,32,November 2018,0
16,1,AWS,AWS Graviton,150.00,N/A,N/A,AWS Graviton (ARM),a1.medium,EBS-Only,2,32,November 2018,0
16,16,AWS,AWS Graviton,150.00,N/A,N/A,AWS Graviton (ARM),a1.metal,EBS-Only,32,32,October 2019,0
16,4,AWS,AWS Graviton,150.00,N/A,N/A,AWS Graviton (ARM),a1.xlarge,EBS-Only,8,32,November 2018,0
48,2,Intel,Intel® Xeon® E5-2651 v2,95.00,N/A,N/A,,c1.medium,1 x SSD 350,1.7,42,May 2008,1
48,8,Intel,Intel® Xeon® E5-2651 v2,95.00,N/A,N/A,,c1.xlarge,4 x SSD 420,7,42,May 2008,4
40,8,Intel,Intel® Xeon® E5-2680 v2,115.00,N/A,N/A,2.8 GHz Intel Xeon E5-2680v2 (Ivy Bridge) processor,c3.2xlarge,2 x 80 (SSD),15,60,November 2013,2
40,16,Intel,Intel® Xeon® E5-2680 v2,115.00,N/A,N/A,2.8 GHz Intel Xeon E5-2680v2 (Ivy Bridge) processor,c3.4xlarge,2 x 160 (SSD),30,60,November 2013,2
40,32,Intel,Intel® Xeon® E5-2680 v2,115.00,N/A,N/A,2.8 GHz Intel Xeon E5-2680v2 (Ivy Bridge) processor,c3.8xlarge,2 x 320 (SSD),60,60,November 2013,2
40,2,Intel,Intel® Xeon® E5-2680 v2,115.00,N/A,N/A,2.8 GHz Intel Xeon E5-2680v2 (Ivy Bridge) processor,c3.large,2 x 16 (SSD),3.75,60,November 2013,2
40,4,Intel,Intel® Xeon® E5-2680 v2,115.00,N/A,N/A,2.8 GHz Intel Xeon E5-2680v2 (Ivy Bridge) processor,c3.xlarge,2 x 40 (SSD),7.5,60,November 2013,2
40,8,Intel,Intel® Xeon® E5-2666 v3,135.00,N/A,N/A,2.9 GHz Intel Xeon E5-2666 v3 Processor,c4.2xlarge,EBS-Only,15,60,January 2015,0
40,8,Intel,Intel® Xeon® E5-2666 v3,135.00,N/A,N/A,2.9 GHz Intel Xeon E5-2666 v3 Processor,c4.2xlarge.elasticsearch,EBS-Only,15,60,January 2015,0
40,16,Intel,Intel® Xeon® E5-2666 v3,135.00,N/A,N/A,2.9 GHz Intel Xeon E5-2666 v3 Processor,c4.4xlarge,EBS-Only,30,60,January 2015,0
40,16,Intel,Intel® Xeon® E5-2666 v3,135.00,N/A,N/A,2.9 GHz Intel Xeon E5-2666 v3 Processor,c4.4xlarge.elasticsearch,EBS-Only,30,60,January 2015,0
40,36,Intel,Intel® Xeon® E5-2666 v3,135.00,N/A,N/A,2.9 GHz Intel Xeon E5-2666 v3 Processor,c4.8xlarge,EBS-Only,60,60,January 2015,0
40,36,Intel,Intel® Xeon® E5-2666 v3,135.00,N/A,N/A,2.9 GHz Intel Xeon E5-2666 v3 Processor,c4.8xlarge.elasticsearch,EBS-Only,60,60,January 2015,0
40,2,Intel,Intel® Xeon® E5-2666 v3,135.00,N/A,N/A,2.9 GHz Intel Xeon E5-2666 v3 Processor,c4.large,EBS-Only,3.75,60,January 2015,0
40,2,Intel,Intel® Xeon® E5-2666 v3,135.00,N/A,N/A,2.9 GHz Intel Xeon E5-2666 v3 Processor,c4.large.elasticsearch,EBS-Only,3.75,60,January 2015,0
40,4,Intel,Intel® Xeon® E5-2666 v3,135.00,N/A,N/A,2.9 GHz Intel Xeon E5-2666 v3 Processor,c4.xlarge,EBS-Only,7.5,60,January 2015,0
40,4,Intel,Intel® Xeon® E5-2666 v3,135.00,N/A,N/A,2.9 GHz Intel Xeon E5-2666 v3 Processor,c4.xlarge.elasticsearch,EBS-Only,7.5,60,January 2015,0
96,48,Intel,Intel® Xeon® Platinum 8275CL,205.00,N/A,N/A,Up to 3.9 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),c5.12xlarge,EBS-Only,96,192,June 2019,0
72,72,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.18xlarge,EBS-Only,144,192,November 2019,0
72,72,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.18xlarge.elasticsearch,EBS-Only,144,192,November 2019,0
96,96,Intel,Intel® Xeon® Platinum 8275CL,205.00,N/A,N/A,Up to 3.9 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),c5.24xlarge,EBS-Only,192,192,June 2019,0
72,8,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.2xlarge,EBS-Only,16,192,November 2016,0
72,8,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.2xlarge.elasticsearch,EBS-Only,16,192,November 2016,0
72,16,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.4xlarge,EBS-Only,32,192,November 2016,0
72,16,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.4xlarge.elasticsearch,EBS-Only,32,192,November 2016,0
72,36,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.9xlarge,EBS-Only,72,192,November 2019,0
72,36,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.9xlarge.elasticsearch,EBS-Only,72,192,November 2019,0
72,2,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.large,EBS-Only,4,192,November 2016,0
72,2,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.large.elasticsearch,EBS-Only,4,192,November 2016,0
96,96,Intel,Intel® Xeon® Platinum 8275CL,205.00,N/A,N/A,Up to 3.9 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),c5.metal,EBS-Only,192,192,June 2019,0
72,4,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.xlarge,EBS-Only,8,192,November 2016,0
72,4,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5.xlarge.elasticsearch,EBS-Only,8,192,November 2016,0
96,48,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5a.12xlarge,EBS-Only,96,192,June 2020,0
96,64,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5a.16xlarge,EBS-Only,128,192,June 2020,0
96,96,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5a.24xlarge,EBS-Only,192,192,June 2020,0
96,8,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5a.2xlarge,EBS-Only,16,192,June 2020,0
96,16,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5a.4xlarge,EBS-Only,32,192,June 2020,0
96,32,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5a.8xlarge,EBS-Only,64,192,June 2020,0
96,2,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5a.large,EBS-Only,4,192,June 2020,0
96,4,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5a.xlarge,EBS-Only,8,192,June 2020,0
96,48,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5ad.12xlarge,2 x 900 NVMe SSD,96,192,August 2020,2
96,64,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5ad.16xlarge,2 x 1200 NVMe SSD,128,192,August 2020,2
96,96,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5ad.24xlarge,2 x 1900 NVMe SSD,192,192,August 2020,2
96,8,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5ad.2xlarge,1 x 300 NVMe SSD,16,192,August 2020,2
96,16,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5ad.4xlarge,2 x 300 NVMe SSD,32,192,August 2020,2
96,32,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5ad.8xlarge,2 x 600 NVMe SSD,64,192,August 2020,2
96,2,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5ad.large,1 x 75 NVMe SSD,4,192,August 2020,2
96,4,AMD,AMD EPYC™ 7R32,200.00,N/A,N/A,Up to 3.3 GHz 2nd generation AMD EPYC 7002 Series Processor,c5ad.xlarge,1 x 150 NVMe SSD,8,192,August 2020,2
96,48,Intel,Intel® Xeon® Platinum 8275CL,205.00,N/A,N/A,Up to 3.9 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),c5d.12xlarge,2 x 900 NVMe SSD,96,192,November 2019,4
72,72,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5d.18xlarge,2 x 900 NVMe SSD,144,192,May 2018,2
96,96,Intel,Intel® Xeon® Platinum 8275CL,205.00,N/A,N/A,Up to 3.9 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),c5d.24xlarge,4 x 900 NVMe SSD,192,192,November 2019,4
72,8,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5d.2xlarge,1 x 200 NVMe SSD,16,192,May 2018,2
72,16,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5d.4xlarge,1 x 400 NVMe SSD,32,192,May 2018,2
72,36,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5d.9xlarge,1 x 900 NVMe SSD,72,192,May 2018,2
72,2,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5d.large,1 x 50 NVMe SSD,4,192,May 2018,2
96,96,Intel,Intel® Xeon® Platinum 8275CL,205.00,N/A,N/A,Up to 3.9 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake),c5d.metal,4 x 900 NVMe SSD,192,192,November 2019,4
72,4,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP),c5d.xlarge,1 x 100 NVMe SSD,8,192,May 2018,2
72,72,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,3.0 GHz Intel Xeon Platinum Processor,c5n.18xlarge,EBS-Only,192,192,November 2018,0
72,8,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,3.0 GHz Intel Xeon Platinum Processor,c5n.2xlarge,EBS-Only,21,192,November 2018,0
72,16,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,3.0 GHz Intel Xeon Platinum Processor,c5n.4xlarge,EBS-Only,42,192,November 2018,0
72,36,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,3.0 GHz Intel Xeon Platinum Processor,c5n.9xlarge,EBS-Only,96,192,November 2018,0
72,2,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,3.0 GHz Intel Xeon Platinum Processor,c5n.large,EBS-Only,5.25,192,November 2018,0
72,72,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,3.0 GHz Intel Xeon Platinum Processor,c5n.metal,EBS-Only,192,192,August 2019,0
72,4,Intel,Intel® Xeon® Platinum 8124M,240.00,N/A,N/A,3.0 GHz Intel Xeon Platinum Processor,c5n.xlarge,EBS-Only,10.5,192,November 2018,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.12xlarge,EBS-Only,96,128,December 2019,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.12xlarge.elasticsearch,EBS-Only,96,128,December 2019,0
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.16xlarge,EBS-Only,128,128,December 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.2xlarge,EBS-Only,16,128,December 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.2xlarge.elasticsearch,EBS-Only,16,128,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.4xlarge,EBS-Only,32,128,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.4xlarge.elasticsearch,EBS-Only,32,128,December 2019,0
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.8xlarge,EBS-Only,64,128,December 2019,0
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.8xlarge.elasticsearch,EBS-Only,64,128,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.large,EBS-Only,4,128,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.large.elasticsearch,EBS-Only,4,128,December 2019,0
64,1,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.medium,EBS-Only,2,128,December 2019,0
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.metal,EBS-Only,128,128,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.xlarge,EBS-Only,8,128,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6g.xlarge.elasticsearch,EBS-Only,8,128,December 2019,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gd.12xlarge,2 x 1425 NVMe SSD,96,128,December 2019,2
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gd.16xlarge,2 x 1900 NVMe SSD,128,128,December 2019,2
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gd.2xlarge,1 x 474 NVMe SSD,16,128,December 2019,2
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gd.4xlarge,1 x 950 NVMe SSD,32,128,December 2019,2
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gd.8xlarge,1 x 1900 NVMe SSD,64,128,December 2019,2
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gd.large,1 x 118 NVMe SSD,4,128,December 2019,2
64,1,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gd.medium,1 x 59 NVMe SSD,2,128,December 2019,2
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gd.metal,2 x 1900 NVMe SSD,128,128,December 2019,2
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gd.xlarge,1 x 237 NVMe SSD,8,128,December 2019,2
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gn.12xlarge,EBS-Only,96,128,December 2019,0
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gn.16xlarge,EBS-Only,128,128,December 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gn.2xlarge,EBS-Only,16,128,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gn.4xlarge,EBS-Only,32,128,December 2019,0
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gn.8xlarge,EBS-Only,64,128,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gn.large,EBS-Only,4,128,December 2019,0
64,1,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gn.medium,EBS-Only,2,128,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),c6gn.xlarge,EBS-Only,8,128,December 2019,0
32,1,Intel,Intel® Xeon® E5-2670,115.00,N/A,N/A,Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors,cache.m3.medium,1 x 4 (SSD),3.75,384,January 2014,1
48,40,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),cache.m4.10xlarge,EBS-Only,154.64,256,June 2015,0
72,8,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),cache.m4.2xlarge,EBS-Only,29.7,256,June 2015,0
72,16,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),cache.m4.4xlarge,EBS-Only,60.78,256,June 2015,0
72,2,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),cache.m4.large,EBS-Only,6.42,256,June 2015,0
72,4,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),cache.m4.xlarge,EBS-Only,14.28,256,June 2015,0
96,48,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,cache.m5.12xlarge,EBS-Only,157.12,384,November 2017,0
96,96,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,cache.m5.24xlarge,EBS-Only,314.32,384,November 2017,0
96,8,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,cache.m5.2xlarge,EBS-Only,26.04,384,November 2017,0
96,16,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,cache.m5.4xlarge,EBS-Only,52.26,384,November 2017,0
96,2,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,cache.m5.large,EBS-Only,6.38,384,November 2017,0
96,4,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,cache.m5.xlarge,EBS-Only,12.93,384,November 2017,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.12xlarge,EBS-Only,192,256,December 2019,0
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.16xlarge,EBS-Only,256,256,December 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.2xlarge,EBS-Only,32,256,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.4xlarge,EBS-Only,64,256,December 2019,0
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.8xlarge,EBS-Only,128,256,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.large,EBS-Only,8,256,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.xlarge,EBS-Only,16,256,December 2019,0
40,8,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,cache.r3.2xlarge,1 x 160 (SSD),61,244,April 2014,1
72,64,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.16xlarge,EBS-Only,407,488,November 2016,0
72,8,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.2xlarge,EBS-Only,50.47,488,November 2016,0
72,16,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.4xlarge,EBS-Only,101.38,488,November 2016,0
72,32,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.8xlarge,EBS-Only,203.26,488,November 2016,0
72,2,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.large,EBS-Only,12.3,488,November 2016,0
72,4,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.xlarge,EBS-Only,25.05,488,November 2016,0
96,48,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.12xlarge,EBS-Only,317.77,768,July 2018,0
96,96,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.24xlarge,EBS-Only,635.61,768,July 2018,0
96,8,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.2xlarge,EBS-Only,52.82,768,July 2018,0
96,16,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.4xlarge,EBS-Only,105.81,768,July 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.large,EBS-Only,13.07,768,July 2018,0
96,4,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.xlarge,EBS-Only,26.32,768,July 2018,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.12xlarge,EBS-Only,384,512,December 2019,0
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.16xlarge,EBS-Only,512,512,December 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.2xlarge,EBS-Only,64,512,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.4xlarge,EBS-Only,128,512,December 2019,0
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.8xlarge,EBS-Only,256,512,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.large,EBS-Only,16,512,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.xlarge,EBS-Only,32,512,December 2019,0
48,2,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,cache.t2.medium,EBS-Only,3.22,288,July 2014,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,cache.t2.micro,EBS-Only,555,288,July 2014,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,cache.t2.small,EBS-Only,1.55,288,July 2014,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,cache.t3.medium,EBS-Only,3.09,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,cache.t3.micro,EBS-Only,0.5,384,August 2018,0
